件数目,バッチ当たりの登録合計時間,インデックスの削除時間,インデックスの作成時間,トランザクション開始時間,インザート時間,インザートコミット時間,インデックス作成コミット時間,合計経過時間
72900000,00時間00分52秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分49秒,00時間00分02秒,00時間00分00秒,04時間50分09秒
73000000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分35秒,00時間00分01秒,00時間00分00秒,04時間50分47秒
73100000,00時間00分38秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分01秒,00時間00分00秒,04時間51分25秒
73200000,00時間00分51秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分49秒,00時間00分02秒,00時間00分00秒,04時間52分17秒
73300000,00時間00分38秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分02秒,00時間00分00秒,04時間52分56秒
73400000,00時間00分38秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分01秒,00時間00分00秒,04時間53分34秒
73500000,00時間00分53秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分50秒,00時間00分02秒,00時間00分00秒,04時間54分27秒
73600000,00時間00分38秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分02秒,00時間00分00秒,04時間55分06秒
73700000,00時間01分19秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分18秒,00時間00分01秒,00時間00分00秒,04時間56分26秒
73800000,00時間00分08秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分01秒,00時間00分00秒,04時間56分35秒
73900000,00時間00分23秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分23秒,00時間00分00秒,00時間00分00秒,04時間56分58秒
74000000,00時間00分10秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分02秒,00時間00分00秒,04時間57分09秒
74100000,00時間00分10秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分02秒,00時間00分00秒,04時間57分19秒
74200000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分35秒,00時間00分01秒,00時間00分00秒,04時間57分56秒
74300000,00時間00分12秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分04秒,00時間00分00秒,04時間58分09秒
74400000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分35秒,00時間00分01秒,00時間00分00秒,04時間58分46秒
74500000,00時間00分09秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分02秒,00時間00分00秒,04時間58分56秒
74600000,00時間00分36秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分35秒,00時間00分01秒,00時間00分00秒,04時間59分33秒
74700000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分35秒,00時間00分01秒,00時間00分00秒,05時間00分10秒
74800000,00時間00分10秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分03秒,00時間00分00秒,05時間00分21秒
74900000,00時間00分25秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分21秒,00時間00分03秒,00時間00分00秒,05時間00分46秒
75000000,00時間01分04秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分03秒,00時間00分00秒,00時間00分00秒,05時間01分50秒
75100000,00時間00分10秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分03秒,00時間00分00秒,05時間02分01秒
75200000,00時間00分11秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分10秒,00時間00分00秒,00時間00分00秒,05時間02分12秒
75300000,00時間00分22秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分14秒,00時間00分08秒,00時間00分00秒,05時間02分35秒
75400000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分35秒,00時間00分02秒,00時間00分00秒,05時間03分13秒
75500000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分01秒,00時間00分00秒,05時間03分50秒
75600000,00時間00分36秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分35秒,00時間00分01秒,00時間00分00秒,05時間04分27秒
75700000,00時間00分09秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分01秒,00時間00分00秒,05時間04分37秒
75800000,00時間00分09秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分02秒,00時間00分00秒,05時間04分47秒
75900000,00時間00分19秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分11秒,00時間00分00秒,05時間05分06秒
76000000,00時間00分30秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分27秒,00時間00分02秒,00時間00分00秒,05時間05分37秒
76100000,00時間00分39秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分03秒,00時間00分00秒,05時間06分16秒
76200000,00時間00分12秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分03秒,00時間00分00秒,05時間06分28秒
76300000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分35秒,00時間00分01秒,00時間00分00秒,05時間07分06秒
76400000,00時間00分10秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分02秒,00時間00分00秒,05時間07分16秒
76500000,00時間00分38秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分35秒,00時間00分02秒,00時間00分00秒,05時間07分54秒
76600000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分35秒,00時間00分02秒,00時間00分00秒,05時間08分32秒
76700000,00時間00分38秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分01秒,00時間00分00秒,05時間09分11秒
76800000,00時間00分09秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分01秒,00時間00分00秒,05時間09分20秒
76900000,00時間00分53秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分49秒,00時間00分03秒,00時間00分00秒,05時間10分13秒
77000000,00時間00分11秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分09秒,00時間00分02秒,00時間00分00秒,05時間10分25秒
77100000,00時間00分13秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分05秒,00時間00分00秒,05時間10分38秒
77200000,00時間00分35秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分33秒,00時間00分01秒,00時間00分00秒,05時間11分14秒
77300000,00時間00分25秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分18秒,00時間00分00秒,05時間11分40秒
77400000,00時間00分22秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分21秒,00時間00分01秒,00時間00分00秒,05時間12分03秒
77500000,00時間00分11秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分03秒,00時間00分00秒,05時間12分14秒
77600000,00時間00分23秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分21秒,00時間00分01秒,00時間00分00秒,05時間12分37秒
77700000,00時間00分24秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分15秒,00時間00分08秒,00時間00分00秒,05時間13分02秒
77800000,00時間00分24秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分22秒,00時間00分02秒,00時間00分00秒,05時間13分26秒
77900000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分01秒,00時間00分00秒,05時間14分04秒
78000000,00時間00分09秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分01秒,00時間00分00秒,05時間14分14秒
78100000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分35秒,00時間00分01秒,00時間00分00秒,05時間14分52秒
78200000,00時間00分10秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分07秒,00時間00分03秒,00時間00分00秒,05時間15分03秒
78300000,00時間00分39秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分03秒,00時間00分00秒,05時間15分43秒
78400000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分29秒,00時間00分00秒,05時間16分20秒
78500000,00時間00分52秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分50秒,00時間00分01秒,00時間00分00秒,05時間17分12秒
78600000,00時間00分09秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分01秒,00時間00分00秒,05時間17分22秒
78700000,00時間00分38秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分01秒,00時間00分00秒,05時間18分00秒
78800000,00時間00分09秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分01秒,00時間00分00秒,05時間18分10秒
78900000,00時間00分53秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分53秒,00時間00分00秒,00時間00分00秒,05時間19分03秒
79000000,00時間00分10秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分01秒,00時間00分00秒,05時間19分14秒
79100000,00時間00分39秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分02秒,00時間00分00秒,05時間19分53秒
79200000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分03秒,00時間00分00秒,05時間20分33秒
79300000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分00秒,00時間00分00秒,05時間21分11秒
79400000,00時間00分11秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分03秒,00時間00分00秒,05時間21分23秒
79500000,00時間00分54秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分51秒,00時間00分03秒,00時間00分00秒,05時間22分17秒
79600000,00時間00分11秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分03秒,00時間00分00秒,05時間22分29秒
79700000,00時間00分38秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分01秒,00時間00分00秒,05時間23分07秒
79800000,00時間00分12秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分12秒,00時間00分00秒,00時間00分00秒,05時間23分20秒
79900000,00時間00分38秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分01秒,00時間00分00秒,05時間23分59秒
80000000,00時間00分11秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分02秒,00時間00分00秒,05時間24分10秒
80100000,00時間00分39秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分03秒,00時間00分00秒,05時間24分50秒
80200000,00時間00分38秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分01秒,00時間00分00秒,05時間25分29秒
80300000,00時間00分39秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分03秒,00時間00分00秒,05時間26分08秒
80400000,00時間00分11秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分10秒,00時間00分01秒,00時間00分00秒,05時間26分20秒
80500000,00時間00分19秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分10秒,00時間00分00秒,05時間26分39秒
80600000,00時間00分31秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分27秒,00時間00分03秒,00時間00分00秒,05時間27分10秒
80700000,00時間00分14秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分05秒,00時間00分00秒,05時間27分24秒
80800000,00時間00分49秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分48秒,00時間00分01秒,00時間00分00秒,05時間28分14秒
80900000,00時間00分39秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分30秒,00時間00分00秒,05時間28分54秒
81000000,00時間00分38秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分37秒,00時間00分01秒,00時間00分00秒,05時間29分32秒
81100000,00時間00分12秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分08秒,00時間00分03秒,00時間00分00秒,05時間29分44秒
81200000,00時間00分14秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分09秒,00時間00分05秒,00時間00分00秒,05時間29分59秒
81300000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分37秒,00時間00分02秒,00時間00分00秒,05時間30分39秒
81400000,00時間00分13秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分10秒,00時間00分03秒,00時間00分00秒,05時間30分52秒
81500000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分37秒,00時間00分02秒,00時間00分00秒,05時間31分33秒
81600000,00時間00分53秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分52秒,00時間00分00秒,00時間00分00秒,05時間32分27秒
81700000,00時間00分12秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分09秒,00時間00分03秒,00時間00分00秒,05時間32分40秒
81800000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分01秒,00時間00分00秒,05時間33分17秒
81900000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分37秒,00時間00分02秒,00時間00分00秒,05時間33分57秒
82000000,00時間00分12秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分09秒,00時間00分02秒,00時間00分00秒,05時間34分09秒
82100000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分03秒,00時間00分00秒,05時間34分50秒
82200000,00時間00分13秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分09秒,00時間00分03秒,00時間00分00秒,05時間35分03秒
82300000,00時間00分54秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分51秒,00時間00分03秒,00時間00分00秒,05時間35分58秒
82400000,00時間00分14秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分09秒,00時間00分04秒,00時間00分00秒,05時間36分12秒
82500000,00時間00分37秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分36秒,00時間00分01秒,00時間00分00秒,05時間36分50秒
82600000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分37秒,00時間00分02秒,00時間00分00秒,05時間37分30秒
82700000,00時間00分10秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分09秒,00時間00分01秒,00時間00分00秒,05時間37分40秒
82800000,00時間00分39秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分37秒,00時間00分01秒,00時間00分00秒,05時間38分20秒
82900000,00時間00分52秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分51秒,00時間00分01秒,00時間00分00秒,05時間39分13秒
83000000,00時間00分13秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分09秒,00時間00分03秒,00時間00分00秒,05時間39分26秒
83100000,00時間00分17秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分09秒,00時間00分07秒,00時間00分00秒,05時間39分44秒
83200000,00時間00分35秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分34秒,00時間00分00秒,00時間00分00秒,05時間40分19秒
83300000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分38秒,00時間00分01秒,00時間00分00秒,05時間41分00秒
83400000,00時間00分13秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分09秒,00時間00分03秒,00時間00分00秒,05時間41分13秒
83500000,00時間01分22秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間01分19秒,00時間00分02秒,00時間00分00秒,05時間42分35秒
83600000,00時間00分27秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分21秒,00時間00分05秒,00時間00分00秒,05時間43分03秒
83700000,00時間00分13秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分11秒,00時間00分02秒,00時間00分00秒,05時間43分16秒
83800000,00時間00分39秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分38秒,00時間00分01秒,00時間00分00秒,05時間43分56秒
83900000,00時間00分15秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分10秒,00時間00分04秒,00時間00分00秒,05時間44分11秒
84000000,00時間00分41秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分40秒,00時間00分00秒,00時間00分00秒,05時間44分52秒
84100000,00時間00分13秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分10秒,00時間00分03秒,00時間00分00秒,05時間45分06秒
84200000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分38秒,00時間00分01秒,00時間00分00秒,05時間45分47秒
84300000,00時間00分54秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分52秒,00時間00分01秒,00時間00分00秒,05時間46分41秒
84400000,00時間00分12秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分10秒,00時間00分02秒,00時間00分00秒,05時間46分54秒
84500000,00時間00分41秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分39秒,00時間00分01秒,00時間00分00秒,05時間47分35秒
84600000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分39秒,00時間00分00秒,00時間00分00秒,05時間48分15秒
84700000,00時間00分54秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分53秒,00時間00分01秒,00時間00分00秒,05時間49分10秒
84800000,00時間00分39秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分38秒,00時間00分00秒,00時間00分00秒,05時間49分50秒
84900000,00時間00分55秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分52秒,00時間00分02秒,00時間00分00秒,05時間50分45秒
85000000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分39秒,00時間00分01秒,00時間00分00秒,05時間51分25秒
85100000,00時間00分55秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分52秒,00時間00分03秒,00時間00分00秒,05時間52分21秒
85200000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分38秒,00時間00分01秒,00時間00分00秒,05時間53分02秒
85300000,00時間00分56秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分53秒,00時間00分02秒,00時間00分00秒,05時間53分58秒
85400000,00時間00分42秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分39秒,00時間00分02秒,00時間00分00秒,05時間54分40秒
85500000,00時間00分40秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分39秒,00時間00分01秒,00時間00分00秒,05時間55分20秒
85600000,00時間00分55秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分54秒,00時間00分01秒,00時間00分00秒,05時間56分16秒
85700000,00時間00分42秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分40秒,00時間00分01秒,00時間00分00秒,05時間56分58秒
85800000,00時間00分15秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分11秒,00時間00分03秒,00時間00分00秒,05時間57分13秒
85900000,00時間00分15秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分12秒,00時間00分03秒,00時間00分00秒,05時間57分29秒
86000000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分12秒,00時間00分30秒,00時間00分00秒,05時間58分12秒
86100000,00時間00分56秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分53秒,00時間00分01秒,00時間00分00秒,05時間59分08秒
86200000,00時間00分15秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分11秒,00時間00分04秒,00時間00分00秒,05時間59分24秒
86300000,00時間00分13秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分11秒,00時間00分01秒,00時間00分00秒,05時間59分37秒
86400000,00時間00分42秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分39秒,00時間00分02秒,00時間00分00秒,06時間00分20秒
86500000,00時間00分14秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分12秒,00時間00分02秒,00時間00分00秒,06時間00分35秒
86600000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分42秒,00時間00分00秒,00時間00分00秒,06時間01分18秒
86700000,00時間00分44秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分03秒,00時間00分00秒,06時間02分03秒
86800000,00時間00分15秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分12秒,00時間00分03秒,00時間00分00秒,06時間02分19秒
86900000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分01秒,00時間00分00秒,06時間03分02秒
87000000,00時間00分41秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分40秒,00時間00分01秒,00時間00分00秒,06時間03分44秒
87100000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分01秒,00時間00分00秒,06時間04分27秒
87200000,00時間00分57秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分54秒,00時間00分02秒,00時間00分00秒,06時間05分25秒
87300000,00時間00分42秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分40秒,00時間00分01秒,00時間00分00秒,06時間06分08秒
87400000,00時間00分14秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分12秒,00時間00分02秒,00時間00分00秒,06時間06分22秒
87500000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分01秒,00時間00分00秒,06時間07分06秒
87600000,00時間00分16秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分12秒,00時間00分04秒,00時間00分00秒,06時間07分23秒
87700000,00時間00分16秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分13秒,00時間00分03秒,00時間00分00秒,06時間07分39秒
87800000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分02秒,00時間00分00秒,06時間08分23秒
87900000,00時間00分42秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分00秒,00時間00分00秒,06時間09分06秒
88000000,00時間00分16秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分13秒,00時間00分02秒,00時間00分00秒,06時間09分22秒
88100000,00時間00分44秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分02秒,00時間00分00秒,06時間10分06秒
88200000,00時間00分17秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分13秒,00時間00分04秒,00時間00分00秒,06時間10分24秒
88300000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分42秒,00時間00分00秒,00時間00分00秒,06時間11分08秒
88400000,00時間00分17秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分12秒,00時間00分04秒,00時間00分00秒,06時間11分25秒
88500000,00時間00分44秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分44秒,00時間00分00秒,00時間00分00秒,06時間12分09秒
88600000,00時間00分18秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分13秒,00時間00分05秒,00時間00分00秒,06時間12分28秒
88700000,00時間00分55秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分55秒,00時間00分00秒,00時間00分00秒,06時間13分24秒
88800000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分15秒,00時間00分28秒,00時間00分00秒,06時間14分08秒
88900000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分42秒,00時間00分01秒,00時間00分00秒,06時間14分51秒
89000000,00時間00分17秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分13秒,00時間00分04秒,00時間00分00秒,06時間15分09秒
89100000,00時間00分16秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分13秒,00時間00分02秒,00時間00分00秒,06時間15分25秒
89200000,00時間00分44秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分02秒,00時間00分00秒,06時間16分09秒
89300000,00時間00分14秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分12秒,00時間00分01秒,00時間00分00秒,06時間16分23秒
89400000,00時間00分57秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分56秒,00時間00分01秒,00時間00分00秒,06時間17分20秒
89500000,00時間00分45秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分03秒,00時間00分00秒,06時間18分06秒
89600000,00時間00分16秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分13秒,00時間00分03秒,00時間00分00秒,06時間18分22秒
89700000,00時間00分29秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分13秒,00時間00分15秒,00時間00分00秒,06時間18分51秒
89800000,00時間00分28秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分25秒,00時間00分02秒,00時間00分00秒,06時間19分19秒
89900000,00時間00分45秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分44秒,00時間00分00秒,00時間00分00秒,06時間20分04秒
90000000,00時間00分58秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分56秒,00時間00分01秒,00時間00分00秒,06時間21分03秒
90100000,00時間00分14秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分13秒,00時間00分01秒,00時間00分00秒,06時間21分17秒
90200000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分02秒,00時間00分00秒,06時間22分01秒
90300000,00時間00分16秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分13秒,00時間00分02秒,00時間00分00秒,06時間22分17秒
90400000,00時間00分44秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分41秒,00時間00分02秒,00時間00分00秒,06時間23分01秒
90500000,00時間00分44秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分42秒,00時間00分01秒,00時間00分00秒,06時間23分46秒
90600000,00時間00分58秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分55秒,00時間00分02秒,00時間00分00秒,06時間24分44秒
90700000,00時間00分59秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分58秒,00時間00分00秒,00時間00分00秒,06時間25分43秒
90800000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分42秒,00時間00分00秒,00時間00分00秒,06時間26分27秒
90900000,00時間01分00秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分56秒,00時間00分03秒,00時間00分00秒,06時間27分27秒
91000000,00時間01分00秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分56秒,00時間00分03秒,00時間00分00秒,06時間28分27秒
91100000,00時間00分43秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分42秒,00時間00分00秒,00時間00分00秒,06時間29分11秒
